,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description,included_libraries,require_list,source_type,cluster,year,update_year,text
1231,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",apmoore1/Bella,https://github.com/apmoore1/Bella,2018-06-11T17:45:57+00:00,2024-01-24T16:34:18+00:00,2023-07-06T21:54:14+00:00,Python,20.0,2.0,20.0,2.0,FALSE,[],Target Dependent Sentiment Analysis (TDSA) framework.,"filelock, ftfy, gensim, graphviz, keras, networkx, nltk, pandas, pydot, requests, ruamel-yaml, scikit-learn, scipy, seaborn, spacy, tensorflow, tqdm","['filelock', 'ftfy', 'gensim', 'google-compute-engine', 'graphviz', 'keras', 'networkx', 'nltk', 'pandas', 'pydot', 'pylint', 'pytest', 'requests', 'ruamel-yaml', 'scikit-learn', 'scipy', 'seaborn', 'spacy', 'sphinx', 'sphinx-autodoc-typehints', 'sphinx-rtd-theme', 'stanfordcorenlp', 'tensorflow', 'tqdm', 'tweebo-parser-python-api', 'twokenize']",both,9,2018,2024,Target Dependent Sentiment Analysis (TDSA) framework. []
1232,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",cisocrgroup/ocrd_cis,https://github.com/cisocrgroup/ocrd_cis,2018-07-24T13:53:13+00:00,2024-04-03T14:25:08+00:00,2024-08-16T10:55:18+00:00,Python,33.0,12.0,33.0,16.0,FALSE,"['ocr-d', 'ocr']",OCR-D python tools,"click, numpy, ocrd, opencv-python-headless, pillow, python-levenshtein, scikit-image, scipy, shapely","['alphashape', 'click', 'numpy', 'ocrd', 'opencv-python-headless', 'pillow', 'python-levenshtein', 'scikit-image', 'scipy', 'shapely']",setup,8,2018,2024,"OCR-D python tools ['ocr-d', 'ocr']"
1233,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",shibing624/parrots,https://github.com/shibing624/parrots,2018-08-26T09:12:09+00:00,2025-05-09T06:21:08+00:00,2024-12-04T08:53:22+00:00,Python,493.0,92.0,493.0,7.0,FALSE,"['speech-recognition', 'tts', 'parrot', 'text-to-speech-python3', 'pinyin2hanzi', 'chinese-speech-recognition', 'chinese-speech-synthesis']"," Automatic Speech Recognition(ASR), Text-To-Speech(TTS) engine. 中英语音识别、多角色语音合成，支持多语言，准确率高","cn2an, einops, fire, g2p-en, huggingface-hub, jieba, librosa, loguru, nltk, pypinyin, soundfile, transformers","['cn2an', 'einops', 'ffmpeg-python', 'fire', 'g2p-en', 'huggingface-hub', 'jieba', 'langsegment', 'librosa', 'loguru', 'nltk', 'pypinyin', 'soundfile', 'transformers', 'zh-normalization']",both,4,2018,2025,"Automatic Speech Recognition(ASR), Text-To-Speech(TTS) engine. 中英语音识别、多角色语音合成，支持多语言，准确率高 ['speech-recognition', 'tts', 'parrot', 'text-to-speech-python3', 'pinyin2hanzi', 'chinese-speech-recognition', 'chinese-speech-synthesis']"
1234,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",neulab/compare-mt,https://github.com/neulab/compare-mt,2018-08-28T13:56:01+00:00,2025-04-01T06:40:42+00:00,2022-03-22T18:01:11+00:00,Python,468.0,58.0,468.0,4.0,FALSE,[],A tool for holistic analysis of language generations systems,"absl-py, nltk, numpy, sacrebleu","['absl-py', 'matplotlib', 'nltk', 'numpy', 'sacrebleu']",both,9,2018,2025,A tool for holistic analysis of language generations systems []
1235,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",NLPatVCU/PaperScraper,https://github.com/NLPatVCU/PaperScraper,2018-08-12T04:05:48+00:00,2025-04-27T01:12:51+00:00,2022-10-14T23:19:56+00:00,Python,201.0,65.0,201.0,3.0,FALSE,"['natural-language-processing', 'scientific-publications', 'web-scraping', 'selenium-webdriver', 'pubmed-articles-grabber', 'journal-web-scraper']",A web scraping tool to systematically extract the text of scientific papers and corresponding metadata from university accessible journals.,"beautifulsoup4, requests, selenium","['beautifulsoup4', 'requests', 'selenium']",setup,6,2018,2025,"A web scraping tool to systematically extract the text of scientific papers and corresponding metadata from university accessible journals. ['natural-language-processing', 'scientific-publications', 'web-scraping', 'selenium-webdriver', 'pubmed-articles-grabber', 'journal-web-scraper']"
1236,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",apeterswu/RL4NMT,https://github.com/apeterswu/RL4NMT,2018-08-22T11:06:18+00:00,2025-04-17T21:38:56+00:00,2024-12-29T04:29:53+00:00,Python,189.0,48.0,189.0,1.0,FALSE,[],Reinforcement Learning for Neural Machine Translation,"bz2file, future, numpy, requests, six, sympy","['bz2file', 'future', 'numpy', 'requests', 'six', 'sympy']",setup,9,2018,2025,Reinforcement Learning for Neural Machine Translation []
1237,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",AccelerateNetworks/DeepSpeech_Frontend,https://github.com/AccelerateNetworks/DeepSpeech_Frontend,2018-08-27T01:04:57+00:00,2024-03-12T12:01:07+00:00,2021-02-24T07:09:22+00:00,Python,47.0,8.0,47.0,0.0,FALSE,[],A webpage and API for using Mozilla DeepSpeech,"deepspeech, ffmpeg-python, flask, requests, scipy, uuid","['deepspeech', 'ffmpeg-python', 'flask', 'requests', 'scipy', 'uuid']",both,11,2018,2024,A webpage and API for using Mozilla DeepSpeech []
1238,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",dpalmasan/TRUNAJOD2.0,https://github.com/dpalmasan/TRUNAJOD2.0,2018-08-16T00:12:17+00:00,2024-01-01T18:32:05+00:00,2021-09-07T14:05:27+00:00,Python,29.0,7.0,29.0,20.0,FALSE,"['semantic-measurements', 'coherence', 'text-analysis', 'natural-language-processing', 'readability-metrics', 'text-processing', 'ttr', 'spacy', 'text-mining', 'spacy-extensions', 'cohesion', 'entity-graph', 'lexical-diversity', 'type-token-ratio']",An easy-to-use library to extract indices from texts.,spacy,['spacy'],setup,6,2018,2024,"An easy-to-use library to extract indices from texts. ['semantic-measurements', 'coherence', 'text-analysis', 'natural-language-processing', 'readability-metrics', 'text-processing', 'ttr', 'spacy', 'text-mining', 'spacy-extensions', 'cohesion', 'entity-graph', 'lexical-diversity', 'type-token-ratio']"
1239,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",GaoQ1/rasa_nlu_cn,https://github.com/GaoQ1/rasa_nlu_cn,2018-08-21T04:21:55+00:00,2025-04-18T07:20:40+00:00,2024-07-09T08:19:33+00:00,Python,13.0,4.0,13.0,1.0,FALSE,[],Turn Chinese natural language into structured data 中文自然语言理解，并支持spacy,"boto3, cloudpickle, coloredlogs, future, gevent, jsonschema, klein, numpy, packaging, pathlib, pyyaml, requests, simplejson, six, tqdm, typing","['-ralt-requirementsrequirements-bare-txt', 'boto3', 'cloudpickle', 'coloredlogs', 'future', 'gevent', 'jsonschema', 'klein', 'matplotlib', 'numpy', 'packaging', 'pathlib', 'pyyaml', 'requests', 'simplejson', 'six', 'tqdm', 'typing']",both,6,2018,2025,Turn Chinese natural language into structured data 中文自然语言理解，并支持spacy []
1240,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",NLPatVCU/medaCy,https://github.com/NLPatVCU/medaCy,2018-09-28T14:48:36+00:00,2025-05-16T05:57:14+00:00,2022-11-01T20:05:09+00:00,Python,438.0,91.0,438.0,23.0,FALSE,"['natural-language-processing', 'medical-natural-language-processing', 'machine-learning', 'metamap', 'clinical-text-processing', 'information-extraction', 'medical-text-mining', 'spacy']",:hospital: Medical Text Mining and Information Extraction with spaCy,"gensim, joblib, msgpack-numpy, numpy, pathos, pytorch-crf, scikit-learn, scispacy, spacy, tabulate, torch, transformers, xmltodict","['gensim', 'joblib', 'msgpack', 'msgpack-numpy', 'numpy', 'pathos', 'pytorch-crf', 'scikit-learn', 'scispacy', 'sklearn-crfsuite', 'spacy', 'tabulate', 'torch', 'transformers', 'xmltodict']",setup,6,2018,2025,":hospital: Medical Text Mining and Information Extraction with spaCy ['natural-language-processing', 'medical-natural-language-processing', 'machine-learning', 'metamap', 'clinical-text-processing', 'information-extraction', 'medical-text-mining', 'spacy']"
1241,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",rolczynski/Automatic-Speech-Recognition,https://github.com/rolczynski/Automatic-Speech-Recognition,2018-09-16T14:38:24+00:00,2025-02-04T03:24:21+00:00,2020-06-15T00:44:38+00:00,Python,224.0,63.0,224.0,14.0,FALSE,"['deep-learning', 'machine-learning', 'neural-networks', 'keras', 'speech-recognition', 'speech-to-text', 'deepspeech', 'language-model', 'distill', 'tensorflow', 'tensorflow-models', 'automatic-speech-recognition']",🎧  Automatic Speech Recognition: DeepSpeech & Seq2Seq (TensorFlow),"google-cloud-storage, pandas, scipy, tables, tensorflow","['google-cloud-storage', 'pandas', 'python-speech-features', 'scipy', 'tables', 'tensorflow']",setup,10,2018,2025,"🎧  Automatic Speech Recognition: DeepSpeech & Seq2Seq (TensorFlow) ['deep-learning', 'machine-learning', 'neural-networks', 'keras', 'speech-recognition', 'speech-to-text', 'deepspeech', 'language-model', 'distill', 'tensorflow', 'tensorflow-models', 'automatic-speech-recognition']"
1242,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",mmxgn/spacy-clausie,https://github.com/mmxgn/spacy-clausie,2018-09-25T16:50:22+00:00,2025-03-31T19:32:49+00:00,2022-08-08T09:42:28+00:00,Python,222.0,34.0,222.0,1.0,FALSE,"['clausie', 'information-extraction', 'spacy', 'nlp', 'python-spacy', 'problog']",Implementation of the ClausIE information extraction system for python+spacy,"lemminflect, spacy","['lemminflect', 'spacy']",setup,6,2018,2025,"Implementation of the ClausIE information extraction system for python+spacy ['clausie', 'information-extraction', 'spacy', 'nlp', 'python-spacy', 'problog']"
1243,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",chiphuyen/sotawhat,https://github.com/chiphuyen/sotawhat,2018-10-02T21:03:28+00:00,2025-05-15T20:10:04+00:00,2024-02-02T04:30:15+00:00,Python,1363.0,181.0,1363.0,18.0,FALSE,"['script', 'python', 'arxiv', 'summarization', 'research-tool']",Returns latest research results by crawling arxiv papers and summarizing abstracts. Helps you stay afloat with so many new papers everyday.,"nltk, six","['nltk', 'pyspellchecker', 'six']",both,6,2018,2025,"Returns latest research results by crawling arxiv papers and summarizing abstracts. Helps you stay afloat with so many new papers everyday. ['script', 'python', 'arxiv', 'summarization', 'research-tool']"
1244,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",yzhangcs/parser,https://github.com/yzhangcs/parser,2018-10-08T11:49:19+00:00,2025-05-14T10:37:49+00:00,2023-09-03T15:25:43+00:00,Python,856.0,150.0,856.0,1.0,FALSE,"['pytorch', 'constituency-parsing', 'semantic-dependency-parsing', 'state-of-the-art', 'transformers', 'dependency-parsing', 'structured-prediction', 'semiring']",:rocket: State-of-the-art parsers for natural language.,"dill, nltk, numpy, omegaconf, opt-einsum, pathos, stanza, torch, transformers","['dill', 'nltk', 'numpy', 'omegaconf', 'opt-einsum', 'pathos', 'stanza', 'torch', 'transformers']",setup,1,2018,2025,":rocket: State-of-the-art parsers for natural language. ['pytorch', 'constituency-parsing', 'semantic-dependency-parsing', 'state-of-the-art', 'transformers', 'dependency-parsing', 'structured-prediction', 'semiring']"
1245,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",materialsintelligence/matscholar,https://github.com/materialsintelligence/matscholar,2018-10-03T20:59:32+00:00,2025-03-17T09:59:04+00:00,2021-06-02T18:19:13+00:00,Python,64.0,20.0,64.0,18.0,FALSE,[],Code to access the Matscholar public API.,"numpy, requests","['numpy', 'requests']",both,11,2018,2025,Code to access the Matscholar public API. []
1246,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",tomhosking/torchseq,https://github.com/tomhosking/torchseq,2018-10-17T17:32:53+00:00,2025-04-25T09:32:09+00:00,2024-10-16T18:05:42+00:00,Python,27.0,5.0,27.0,6.0,FALSE,[],Pytorch Seq2Seq framework,"compress-json, jsonlines, lightning, nltk, py-rouge, pydantic, rouge-score, sacrebleu, scipy, sentencepiece, tensorboard, tokenizers, torch, tqdm, transformers, truecase","['black', 'codecov', 'compress-json', 'flake8', 'jsonlines', 'lightning', 'matplotlib', 'mypy', 'nltk', 'opentsne', 'protobuf', 'py-rouge', 'pydantic', 'pytest', 'pytest-cov', 'recommonmark', 'rouge-score', 'sacrebleu', 'scipy', 'sentencepiece', 'sphinx', 'sphinx-rtd-theme', 'tensorboard', 'tokenizers', 'torch', 'tqdm', 'transformers', 'truecase', 'wandb']",both,8,2018,2025,Pytorch Seq2Seq framework []
1247,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",fighting41love/cocoNLP,https://github.com/fighting41love/cocoNLP,2018-11-16T06:09:09+00:00,2025-05-15T18:25:58+00:00,2022-06-28T14:37:23+00:00,Python,1122.0,258.0,1122.0,25.0,FALSE,[],A Chinese information extraction tool.,"arrow, jieba, phonenumbers, pyhanlp, regex","['arrow', 'jieba', 'phone', 'phonenumbers', 'pyhanlp', 'regex']",both,6,2018,2025,A Chinese information extraction tool. []
1248,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",thu-coai/cotk,https://github.com/thu-coai/cotk,2018-11-25T15:32:38+00:00,2025-01-17T12:54:19+00:00,2020-08-31T09:39:24+00:00,Python,127.0,26.0,127.0,19.0,FALSE,"['machine-learning', 'natural-language-processing', 'natural-language-generation', 'deep-learning', 'python', 'data-processing', 'text-data', 'cotk', 'metrics']",Conversational Toolkit. An Open-Source Toolkit for Fast Development and Fair Evaluation of Text Generation,"checksumdir, nltk, numpy, requests, tqdm","['checksumdir', 'nltk', 'numpy', 'requests', 'tqdm']",both,1,2018,2025,"Conversational Toolkit. An Open-Source Toolkit for Fast Development and Fair Evaluation of Text Generation ['machine-learning', 'natural-language-processing', 'natural-language-generation', 'deep-learning', 'python', 'data-processing', 'text-data', 'cotk', 'metrics']"
1249,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",TharinduDR/Simple-Sentence-Similarity,https://github.com/TharinduDR/Simple-Sentence-Similarity,2018-11-07T14:08:46+00:00,2025-05-01T23:49:56+00:00,2024-08-20T16:55:33+00:00,Python,100.0,37.0,100.0,1.0,FALSE,"['python', 'sentence-similarity', 'sentence-embeddings', 'word-embeddings', 'ipynb', 'word2vec', 'glove', 'fasttext', 'elmo', 'wmd']",Exploring the simple sentence similarity measurements using word embeddings,"flair, numpy, pandas, pyemd, sentence-transformers, stop-words, tensorflow-text, tqdm","['flair', 'numpy', 'pandas', 'pyemd', 'sentence-transformers', 'stop-words', 'tensorflow-hub', 'tensorflow-text', 'tqdm']",both,1,2018,2025,"Exploring the simple sentence similarity measurements using word embeddings ['python', 'sentence-similarity', 'sentence-embeddings', 'word-embeddings', 'ipynb', 'word2vec', 'glove', 'fasttext', 'elmo', 'wmd']"
1250,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",ebu/benchmarkstt,https://github.com/ebu/benchmarkstt,2018-11-19T13:04:34+00:00,2025-01-01T06:57:28+00:00,2024-04-17T09:59:07+00:00,Python,55.0,8.0,55.0,15.0,FALSE,"['speech-to-text', 'machine-learning', 'asr-benchmark', 'stt-benchmark', 'benchmark', 'benchmarking-suite']",Open Source AI Benchmarking toolkit for benchmarking speech to text services,"docutils, editdistance, flask, gunicorn, markupsafe, unidecode","['csvlike', 'docutils', 'editdistance', 'flask', 'gunicorn', 'jsonrpcserver', 'markupsafe', 'unidecode']",setup,13,2018,2025,"Open Source AI Benchmarking toolkit for benchmarking speech to text services ['speech-to-text', 'machine-learning', 'asr-benchmark', 'stt-benchmark', 'benchmark', 'benchmarking-suite']"
1251,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",attapol/tltk,https://github.com/attapol/tltk,2018-11-23T10:18:18+00:00,2025-04-22T05:00:45+00:00,2023-06-26T22:54:55+00:00,Python,25.0,5.0,25.0,7.0,FALSE,[],Thai Language Toolkit,"gensim, nltk, sklearn","['gensim', 'nltk', 'sklearn', 'sklearn-crfsuite']",setup,6,2018,2025,Thai Language Toolkit []
1252,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",akb89/witokit,https://github.com/akb89/witokit,2018-11-08T07:39:49+00:00,2024-12-30T22:23:54+00:00,2024-05-03T19:48:10+00:00,Python,11.0,1.0,11.0,1.0,FALSE,"['wikipedia', 'wikipedia-dump', 'dump', 'nlp', 'tokenize', 'multilingual']",A Python toolkit to generate a tokenized dump of Wikipedia for NLP,"beautifulsoup4, natsort, pyicu, pyyaml, tqdm, wikiextractor","['beautifulsoup4', 'morfessor', 'natsort', 'polyglot', 'pycld2', 'pyicu', 'pyyaml', 'tqdm', 'wikiextractor']",setup,6,2018,2024,"A Python toolkit to generate a tokenized dump of Wikipedia for NLP ['wikipedia', 'wikipedia-dump', 'dump', 'nlp', 'tokenize', 'multilingual']"
1253,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",jessevig/bertviz,https://github.com/jessevig/bertviz,2018-12-16T16:50:42+00:00,2025-05-21T06:04:16+00:00,2023-08-24T13:40:48+00:00,Python,7407.0,825.0,7407.0,23.0,FALSE,"['natural-language-processing', 'machine-learning', 'visualization', 'neural-network', 'pytorch', 'nlp', 'bert', 'transformer', 'gpt2', 'roberta', 'transformers']","BertViz: Visualize Attention in NLP Models (BERT, GPT2, BART, etc.)","boto3, regex, requests, sentencepiece, torch, tqdm, transformers","['boto3', 'ipython', 'regex', 'requests', 'sentencepiece', 'torch', 'tqdm', 'transformers']",setup,1,2018,2025,"BertViz: Visualize Attention in NLP Models (BERT, GPT2, BART, etc.)  ['natural-language-processing', 'machine-learning', 'visualization', 'neural-network', 'pytorch', 'nlp', 'bert', 'transformer', 'gpt2', 'roberta', 'transformers']"
1254,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",interrogator/buzz,https://github.com/interrogator/buzz,2018-12-30T22:55:18+00:00,2025-02-03T19:28:36+00:00,2023-03-25T00:51:45+00:00,Python,41.0,3.0,41.0,7.0,FALSE,[],linguistics backend,"colorama, cython, flake8, isort, joblib, nltk, numpy, pandas, pyarrow, scikit-learn, scipy, seaborn, setuptools, spacy, tensorflow, tqdm","['black', 'buzzepar', 'codecov', 'colorama', 'cython', 'depgrep', 'flake8', 'isort', 'joblib', 'matplotlib', 'mypy', 'nltk', 'numpy', 'pandas', 'pre-commit', 'pyarrow', 'pyparsing', 'scikit-learn', 'scipy', 'seaborn', 'setuptools', 'spacy', 'tensorflow', 'tqdm', 'wordcloud']",both,6,2018,2025,linguistics backend []
1255,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",NLPatVCU/medinify,https://github.com/NLPatVCU/medinify,2018-12-03T22:13:25+00:00,2025-05-04T20:17:13+00:00,2021-06-28T16:41:36+00:00,Python,17.0,9.0,17.0,12.0,FALSE,[],Python text classification package with a focus on medical text.,"bs4, gensim, pandas, requests, spacy, tqdm","['bs4', 'gensim', 'pandas', 'requests', 'spacy', 'tqdm']",setup,6,2018,2025,Python text classification package with a focus on medical text. []
1256,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",equinor/eNLP,https://github.com/equinor/eNLP,2018-12-18T14:32:46+00:00,2024-12-10T19:19:52+00:00,2020-04-20T08:17:48+00:00,Python,15.0,5.0,15.0,2.0,FALSE,[],"A python library of commonly used NLP functions for processing, understanding and visualisation.","gensim, nltk, numpy, pandas, rake-nltk, scikit-learn, spacy, wordcloud","['gensim', 'matplotlib', 'nltk', 'numpy', 'pandas', 'rake-nltk', 'scikit-learn', 'spacy', 'twython', 'wordcloud']",both,6,2018,2024,"A python library of commonly used NLP functions for processing, understanding and visualisation. []"
1257,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",samhavens/roundtrip,https://github.com/samhavens/roundtrip,2018-12-05T19:43:10+00:00,2021-11-05T09:13:10+00:00,2022-12-08T01:28:11+00:00,Python,14.0,0.0,14.0,4.0,FALSE,"['translation', 'backtranslation', 'round-trip', 'python', 'nlp', 'nlp-resources']",Roundtrip translation (aka back translation) python package,google-cloud-translate,"['google-cloud-translate', 'mtranslate']",setup,6,2018,2021,"Roundtrip translation (aka back translation) python package ['translation', 'backtranslation', 'round-trip', 'python', 'nlp', 'nlp-resources']"
1258,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",explosion/spacy-stanza,https://github.com/explosion/spacy-stanza,2019-01-31T03:08:06+00:00,2025-05-14T04:53:25+00:00,2024-08-15T16:33:50+00:00,Python,732.0,60.0,732.0,14.0,FALSE,"['nlp', 'natural-language-processing', 'machine-learning', 'data-science', 'spacy', 'spacy-pipeline', 'stanford-nlp', 'stanford-corenlp', 'stanford-machine-learning', 'corenlp', 'stanza']",💥 Use the latest Stanza (StanfordNLP) research models directly in spaCy,"spacy, stanza","['pytest', 'spacy', 'stanza']",both,9,2019,2025,"💥 Use the latest Stanza (StanfordNLP) research models directly in spaCy ['nlp', 'natural-language-processing', 'machine-learning', 'data-science', 'spacy', 'spacy-pipeline', 'stanford-nlp', 'stanford-corenlp', 'stanford-machine-learning', 'corenlp', 'stanza']"
1259,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",thunlp/OpenHowNet,https://github.com/thunlp/OpenHowNet,2019-01-19T05:22:15+00:00,2025-05-13T09:03:51+00:00,2021-12-16T17:14:40+00:00,Python,619.0,87.0,619.0,5.0,FALSE,"['sememe', 'hownet', 'openhownet', 'knowledge-base', 'semantics', 'nlp']",Core Data of HowNet and OpenHowNet Python API,"anytree, requests, setuptools, tqdm","['anytree', 'requests', 'setuptools', 'tqdm']",setup,6,2019,2025,"Core Data of HowNet and OpenHowNet Python API ['sememe', 'hownet', 'openhownet', 'knowledge-base', 'semantics', 'nlp']"
1260,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",kootenpv/textsearch,https://github.com/kootenpv/textsearch,2019-01-10T22:46:41+00:00,2025-02-11T17:17:47+00:00,2022-09-02T14:04:38+00:00,Python,126.0,16.0,126.0,4.0,FALSE,[],Find strings/words in text; convenience and C speed :fireworks:,pyahocorasick,"['anyascii', 'pyahocorasick']",setup,6,2019,2025,Find strings/words in text; convenience and C speed :fireworks: []
1261,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",wetneb/pynif,https://github.com/wetneb/pynif,2019-01-21T13:16:29+00:00,2023-11-28T18:47:33+00:00,2023-02-09T16:03:26+00:00,Python,19.0,5.0,19.0,2.0,FALSE,"['python', 'nif', 'nlp', 'entity-linking', 'named-entity-recognition', 'gerbil']",A small Python library for NLP Interchange Format (NIF)  for NER(D) systems,rdflib,"['rdflib', 'six']",both,6,2019,2023,"A small Python library for NLP Interchange Format (NIF)  for NER(D) systems ['python', 'nif', 'nlp', 'entity-linking', 'named-entity-recognition', 'gerbil']"
1262,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",uma-pi1/kge,https://github.com/uma-pi1/kge,2019-02-22T18:39:36+00:00,2025-05-19T22:16:16+00:00,2024-04-08T10:28:06+00:00,Python,806.0,127.0,806.0,31.0,FALSE,[],LibKGE - A knowledge graph embedding library for reproducible research,"argparse, gpytorch, igraph, numba, numpy, pandas, path, pytest-shutil, pyyaml, sqlalchemy, torch","['argparse', 'ax-platform', 'botorch', 'configspace', 'gpytorch', 'hpbandster', 'igraph', 'numba', 'numpy', 'pandas', 'path', 'pytest-shutil', 'pyyaml', 'sqlalchemy', 'torch', 'torchviz']",setup,9,2019,2025,LibKGE - A knowledge graph embedding library for reproducible research []
1263,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",uctb/UCTB,https://github.com/uctb/UCTB,2019-02-03T08:19:11+00:00,2025-05-19T01:23:56+00:00,2024-10-11T09:54:23+00:00,Python,204.0,42.0,204.0,2.0,FALSE,[],An Open Source Spatio-Temporal Prediction Package,"chinesecalendar, keras, numpy, pandas, python-dateutil, pyyaml, scikit-learn, scipy, statsmodels, workalendar, xgboost","['chinesecalendar', 'gputil', 'hmmlearn', 'keras', 'nni', 'numpy', 'pandas', 'python-dateutil', 'pyyaml', 'scikit-learn', 'scipy', 'statsmodels', 'wget', 'workalendar', 'xgboost']",setup,10,2019,2025,An Open Source Spatio-Temporal Prediction Package []
1264,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",keitakurita/Better_LSTM_PyTorch,https://github.com/keitakurita/Better_LSTM_PyTorch,2019-02-03T20:10:09+00:00,2025-04-03T21:13:36+00:00,2020-01-09T15:47:48+00:00,Python,133.0,20.0,133.0,4.0,FALSE,"['pytorch', 'deep-learning']","An LSTM in PyTorch with best practices (weight dropout, forget bias, etc.) built-in. Fully compatible with PyTorch LSTM.",torch,['torch'],setup,5,2019,2025,"An LSTM in PyTorch with best practices (weight dropout, forget bias, etc.) built-in. Fully compatible with PyTorch LSTM. ['pytorch', 'deep-learning']"
1265,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",idin/linguistics,https://github.com/idin/linguistics,2019-02-12T03:17:39+00:00,2024-11-13T23:03:09+00:00,2022-05-08T19:43:40+00:00,Python,10.0,1.0,10.0,1.0,FALSE,[],Python library for natural language processing,"abstract, editdistance, jellyfish, numpy, pandas, requests, slytherin, spacy, torch, transformers","['abstract', 'chronometry', 'editdistance', 'jellyfish', 'numpy', 'pandas', 'requests', 'slytherin', 'spacy', 'torch', 'transformers']",setup,6,2019,2024,Python library for natural language processing []
1266,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",goru001/inltk,https://github.com/goru001/inltk,2019-03-23T08:28:20+00:00,2025-04-15T05:46:54+00:00,2024-01-20T12:40:33+00:00,Python,830.0,161.0,830.0,37.0,FALSE,"['nlp', 'deep-learning', 'indic-languages', 'pytorch', 'data-augmentation', 'sentence-similarity', 'sentence-encoding', 'word-embeddings', 'sentence-embeddings']",Natural Language Toolkit for Indic Languages aims to provide out of the box support for various NLP tasks that an application developer might need,"aiohttp, async-timeout, beautifulsoup4, pillow","['3-7', 'aiohttp', 'async-timeout', 'beautifulsoup4', 'bottleneck', 'darwin', 'pillow']",setup,1,2019,2025,"Natural Language Toolkit for Indic Languages aims to provide out of the box support for various NLP tasks that an application developer might need ['nlp', 'deep-learning', 'indic-languages', 'pytorch', 'data-augmentation', 'sentence-similarity', 'sentence-encoding', 'word-embeddings', 'sentence-embeddings']"
1267,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",megagonlabs/ginza,https://github.com/megagonlabs/ginza,2019-03-29T06:15:40+00:00,2025-05-20T11:37:13+00:00,2024-03-30T22:48:02+00:00,Python,793.0,57.0,793.0,12.0,FALSE,[],A Japanese NLP Library using spaCy as framework based on Universal Dependencies,"plac, spacy, sudachidict-core","['plac', 'spacy', 'sudachidict-core', 'sudachipy']",both,6,2019,2025,A Japanese NLP Library using spaCy as framework based on Universal Dependencies []
